Filename,emotion-ferplus-8.onnx,emotion.onnx,emotion_cnn.onnx
angry001.jpg,Neutral (95.43%),Neutral (100.00%),Anger (100.00%)
angry_001.jpg,Neutral (57.47%),Neutral (100.00%),Anger (100.00%)
angry_002.jpg,Neutral (55.41%),Neutral (100.00%),Anger (100.00%)
angry_003.jpg,Neutral (29.76%),Neutral (100.00%),Anger (100.00%)
angry_004.jpg,Neutral (90.45%),Neutral (100.00%),Anger (100.00%)
angry_005.jpg,Happiness (97.87%),Neutral (100.00%),Anger (100.00%)
angry_006.jpg,Neutral (59.89%),Neutral (100.00%),Anger (100.00%)
angry_008.jpg,Neutral (77.62%),Neutral (100.00%),Anger (100.00%)
angry_009.jpg,Neutral (66.46%),Neutral (100.00%),Anger (100.00%)
angry_010.jpg,Neutral (38.69%),Neutral (100.00%),Anger (100.00%)
angry_011.jpg,Anger (85.61%),Happiness (100.00%),Anger (100.00%)
angry_012.jpg,Neutral (92.60%),Neutral (100.00%),Anger (100.00%)
angry_013.jpg,Happiness (84.99%),Disgust (100.00%),Anger (100.00%)
angry_014.jpg,Happiness (45.49%),Neutral (100.00%),Anger (100.00%)
angry_015.jpg,Neutral (46.32%),Neutral (100.00%),Anger (100.00%)
angry_016.jpg,Neutral (77.49%),Neutral (100.00%),Anger (100.00%)
angry_017.jpg,Happiness (72.80%),Neutral (100.00%),Happiness (100.00%)
angry_018.jpg,Neutral (42.13%),Neutral (100.00%),Anger (100.00%)
angry_019.jpg,Happiness (80.22%),Neutral (100.00%),Anger (100.00%)
angry_020.jpg,Neutral (47.61%),Neutral (100.00%),Anger (100.00%)
angry_021.jpg,Neutral (44.68%),Neutral (100.00%),Anger (100.00%)
angry_022.jpg,Anger (99.54%),Anger (100.00%),Anger (100.00%)
angry_023.jpg,Sadness (52.02%),Neutral (100.00%),Anger (100.00%)
angry_024.jpg,Anger (36.18%),Neutral (100.00%),Anger (100.00%)
angry_025.jpg,Neutral (58.20%),Neutral (100.00%),Anger (100.00%)
angry_026.jpg,Sadness (48.22%),Neutral (100.00%),Anger (100.00%)
angry_027.jpg,Anger (59.74%),Neutral (100.00%),Anger (100.00%)
angry_028.jpg,Sadness (50.13%),Neutral (100.00%),Anger (100.00%)
angry_029.jpg,Anger (54.97%),Neutral (100.00%),Anger (100.00%)
angry_030.jpg,Neutral (92.56%),Neutral (100.00%),Neutral (100.00%)
angry_031.jpg,Neutral (83.62%),Neutral (100.00%),Anger (100.00%)
angry_032.jpg,Anger (49.59%),Neutral (100.00%),Anger (100.00%)
angry_033.jpg,Anger (61.03%),Neutral (100.00%),Anger (100.00%)
angry_034.jpg,Sadness (39.08%),Happiness (100.00%),Anger (100.00%)
angry_035.jpg,Surprise (46.15%),Neutral (100.00%),Anger (100.00%)
angry_036.jpg,Neutral (87.20%),Neutral (100.00%),Anger (100.00%)
angry_037.jpg,Neutral (86.85%),Neutral (100.00%),Anger (100.00%)
angry_039.jpg,Happiness (95.65%),Anger (100.00%),Anger (100.00%)
angry_040.jpg,Neutral (69.57%),Neutral (100.00%),Anger (100.00%)
angry_041.jpg,Neutral (61.02%),Neutral (100.00%),Anger (100.00%)
angry_042.jpg,Neutral (51.59%),Neutral (100.00%),Anger (100.00%)
angry_043.jpg,Neutral (93.21%),Neutral (100.00%),Anger (100.00%)
angry_044.jpg,Happiness (60.11%),Neutral (100.00%),Anger (100.00%)
angry_045.jpg,Neutral (90.09%),Neutral (100.00%),Anger (100.00%)
angry_046.jpg,Happiness (97.16%),Neutral (100.00%),Anger (100.00%)
angry_047.jpg,Neutral (65.96%),Neutral (100.00%),Anger (100.00%)
angry_048.jpg,Happiness (81.04%),Neutral (100.00%),Anger (100.00%)
angry_049.jpg,Anger (70.15%),Disgust (100.00%),Anger (100.00%)
angry_050.jpg,Happiness (85.76%),Neutral (100.00%),Anger (100.00%)
disgust_001.jpg,Neutral (93.21%),Neutral (100.00%),Anger (100.00%)
disgust_002.jpg,Neutral (81.32%),Neutral (100.00%),Anger (100.00%)
disgust_003.jpg,Happiness (70.44%),Neutral (100.00%),Anger (100.00%)
disgust_004.jpg,Neutral (91.47%),Neutral (100.00%),Anger (100.00%)
fear_002.jpg,Neutral (84.40%),Neutral (100.00%),Anger (100.00%)
fear_005.jpg,Neutral (74.84%),Neutral (100.00%),Anger (100.00%)
fear_007.jpg,Neutral (78.82%),Neutral (100.00%),Anger (100.00%)
fear_011.jpg,Happiness (64.15%),Neutral (100.00%),Anger (100.00%)
fear_012.jpg,Neutral (81.81%),Neutral (100.00%),Anger (100.00%)
fear_013.jpg,Surprise (72.27%),Neutral (100.00%),Fear (100.00%)
fear_015.jpg,Neutral (70.47%),Neutral (100.00%),Anger (100.00%)
fear_016.jpg,Neutral (86.85%),Neutral (100.00%),Anger (100.00%)
fear_018.jpg,Neutral (76.93%),Neutral (100.00%),Anger (100.00%)
fear_019.jpg,Neutral (53.81%),Anger (100.00%),Anger (100.00%)
fear_023.jpg,Happiness (50.68%),Neutral (100.00%),Anger (100.00%)
fear_025.jpg,Sadness (60.83%),Neutral (100.00%),Anger (100.00%)
fear_027.jpg,Happiness (70.91%),Neutral (100.00%),Anger (100.00%)
fear_030.jpg,Neutral (77.43%),Disgust (100.00%),Anger (100.00%)
fear_031.jpg,Neutral (72.49%),Neutral (100.00%),Anger (100.00%)
fear_032.jpg,Happiness (37.70%),Neutral (100.00%),Anger (100.00%)
fear_033.jpg,Neutral (40.97%),Neutral (100.00%),Anger (100.00%)
fear_034.jpg,Happiness (48.04%),Neutral (100.00%),Anger (100.00%)
fear_039.jpg,Anger (62.75%),Neutral (100.00%),Anger (100.00%)
fear_043.jpg,Surprise (43.74%),Neutral (100.00%),Anger (100.00%)
fear_045.jpg,Fear (36.09%),Neutral (100.00%),Anger (100.00%)
fear_046.jpg,Neutral (43.60%),Neutral (100.00%),Anger (100.00%)
fear_047.jpg,Neutral (56.84%),Neutral (100.00%),Anger (100.00%)
fear_049.jpg,Neutral (66.33%),Neutral (100.00%),Anger (100.00%)
fear_050.jpg,Neutral (92.55%),Neutral (100.00%),Neutral (100.00%)
happy002.jpg,Neutral (60.53%),Neutral (100.00%),Happiness (100.00%)
happy003.jpg,Happiness (98.41%),Neutral (100.00%),Anger (100.00%)
happy004.jpg,Sadness (54.80%),Neutral (100.00%),Anger (100.00%)
happy005.jpg,Neutral (84.94%),Neutral (100.00%),Anger (100.00%)
happy006.jpg,Neutral (83.04%),Neutral (100.00%),Anger (100.00%)
happy007.jpg,Happiness (74.57%),Neutral (100.00%),Anger (100.00%)
happy008.jpg,Neutral (68.45%),Neutral (100.00%),Anger (100.00%)
happy009.jpg,Happiness (74.69%),Neutral (100.00%),Anger (100.00%)
happy010.jpg,Happiness (64.93%),Neutral (100.00%),Anger (100.00%)
happy011.jpg,Happiness (78.85%),Neutral (100.00%),Anger (100.00%)
happy012.jpg,Neutral (54.60%),Neutral (100.00%),Anger (100.00%)
happy013.jpg,Happiness (97.66%),Neutral (100.00%),Anger (100.00%)
happy014.jpg,Neutral (94.88%),Neutral (100.00%),Anger (100.00%)
happy015.jpg,Neutral (89.37%),Neutral (100.00%),Anger (100.00%)
happy_001.jpg,Happiness (98.41%),Neutral (100.00%),Anger (100.00%)
happy_002.jpg,Neutral (83.04%),Neutral (100.00%),Anger (100.00%)
happy_003.jpg,Happiness (85.99%),Neutral (100.00%),Anger (100.00%)
happy_004.jpg,Happiness (99.84%),Neutral (100.00%),Anger (100.00%)
happy_005.jpg,Neutral (92.33%),Neutral (100.00%),Anger (100.00%)
happy_006.jpg,Happiness (96.73%),Neutral (100.00%),Anger (100.00%)
happy_008.jpg,Neutral (85.15%),Neutral (100.00%),Anger (100.00%)
happy_010.jpg,Happiness (100.00%),Neutral (100.00%),Anger (100.00%)
happy_015.jpg,Sadness (61.05%),Neutral (100.00%),Anger (100.00%)
happy_016.jpg,Neutral (64.97%),Neutral (100.00%),Anger (100.00%)
happy_017.jpg,Happiness (89.58%),Neutral (100.00%),Anger (100.00%)
happy_018.jpg,Happiness (94.34%),Neutral (100.00%),Anger (100.00%)
happy_019.jpg,Neutral (82.71%),Neutral (100.00%),Anger (100.00%)
happy_020.jpg,Happiness (45.03%),Neutral (100.00%),Anger (100.00%)
happy_021.jpg,Happiness (98.77%),Sadness (100.00%),Anger (100.00%)
happy_022.jpg,Neutral (58.61%),Neutral (100.00%),Anger (100.00%)
happy_023.jpg,Neutral (79.79%),Neutral (100.00%),Anger (100.00%)
happy_024.jpg,Happiness (98.46%),Neutral (100.00%),Anger (100.00%)
happy_025.jpg,Neutral (90.94%),Neutral (100.00%),Anger (100.00%)
happy_026.jpg,Neutral (62.16%),Neutral (100.00%),Anger (100.00%)
happy_027.jpg,Neutral (48.78%),Neutral (100.00%),Anger (100.00%)
happy_028.jpg,Happiness (96.96%),Neutral (100.00%),Anger (100.00%)
happy_029.jpg,Happiness (95.08%),Neutral (100.00%),Happiness (100.00%)
happy_030.jpg,Happiness (87.96%),Neutral (100.00%),Anger (100.00%)
happy_031.jpg,Neutral (87.67%),Neutral (100.00%),Anger (100.00%)
happy_032.jpg,Happiness (100.00%),Neutral (100.00%),Happiness (100.00%)
happy_033.jpg,Sadness (58.02%),Neutral (100.00%),Anger (100.00%)
happy_034.jpg,Happiness (71.27%),Neutral (100.00%),Anger (100.00%)
happy_035.jpg,Happiness (85.62%),Neutral (100.00%),Anger (100.00%)
happy_036.jpg,Neutral (52.49%),Neutral (100.00%),Anger (100.00%)
happy_037.jpg,Happiness (85.30%),Neutral (100.00%),Anger (100.00%)
happy_038.jpg,Happiness (74.81%),Happiness (100.00%),Anger (100.00%)
happy_039.jpg,Happiness (45.26%),Neutral (100.00%),Anger (100.00%)
happy_040.jpg,Happiness (72.27%),Neutral (100.00%),Anger (100.00%)
happy_041.jpg,Happiness (99.83%),Neutral (100.00%),Anger (100.00%)
happy_042.jpg,Happiness (92.24%),Neutral (100.00%),Anger (100.00%)
happy_044.jpg,Neutral (58.75%),Neutral (100.00%),Anger (100.00%)
happy_045.jpg,Neutral (77.83%),Neutral (100.00%),Anger (100.00%)
happy_046.jpg,Happiness (99.99%),Neutral (100.00%),Anger (100.00%)
happy_047.jpg,Neutral (92.66%),Neutral (100.00%),Anger (100.00%)
happy_048.jpg,Neutral (49.31%),Neutral (100.00%),Anger (100.00%)
happy_049.jpg,Happiness (89.67%),Neutral (100.00%),Anger (100.00%)
happy_050.jpg,Neutral (56.23%),Neutral (100.00%),Anger (100.00%)
neutral001.jpg,Neutral (92.07%),Neutral (100.00%),Anger (100.00%)
neutral002.jpg,Neutral (68.20%),Neutral (100.00%),Anger (100.00%)
neutral003.jpg,Neutral (94.65%),Neutral (100.00%),Anger (100.00%)
neutral004.jpg,Neutral (77.08%),Neutral (100.00%),Anger (97.46%)
neutral005.jpg,Neutral (89.57%),Neutral (100.00%),Anger (100.00%)
neutral006.jpg,Neutral (84.01%),Disgust (100.00%),Anger (100.00%)
neutral007.jpg,Neutral (92.23%),Neutral (100.00%),Anger (100.00%)
neutral008.jpg,Neutral (90.79%),Neutral (100.00%),Anger (100.00%)
neutral009.jpg,Neutral (95.13%),Neutral (100.00%),Anger (100.00%)
neutral010.jpg,Neutral (81.55%),Neutral (100.00%),Anger (100.00%)
neutral011.jpg,Neutral (81.19%),Neutral (100.00%),Anger (100.00%)
neutral012.jpg,Neutral (61.98%),Neutral (100.00%),Anger (100.00%)
neutral013.jpg,Neutral (95.67%),Neutral (100.00%),Anger (100.00%)
neutral_001.jpg,Neutral (95.64%),Neutral (100.00%),Anger (100.00%)
neutral_002.jpg,Neutral (45.25%),Neutral (100.00%),Anger (100.00%)
neutral_003.jpg,Neutral (75.21%),Neutral (100.00%),Anger (100.00%)
neutral_004.jpg,Neutral (89.27%),Neutral (100.00%),Anger (100.00%)
neutral_005.jpg,Neutral (83.80%),Neutral (100.00%),Anger (100.00%)
neutral_008.jpg,Neutral (66.00%),Neutral (100.00%),Anger (100.00%)
neutral_010.jpg,Neutral (71.21%),Neutral (100.00%),Anger (100.00%)
neutral_012.jpg,Happiness (70.45%),Neutral (100.00%),Anger (100.00%)
neutral_014.jpg,Neutral (53.70%),Anger (100.00%),Anger (100.00%)
neutral_015.jpg,Neutral (89.12%),Neutral (100.00%),Anger (100.00%)
neutral_016.jpg,Happiness (84.82%),Neutral (100.00%),Anger (100.00%)
neutral_018.jpg,Neutral (78.74%),Neutral (100.00%),Anger (100.00%)
neutral_019.jpg,Neutral (64.26%),Neutral (100.00%),Anger (100.00%)
neutral_021.jpg,Neutral (88.34%),Neutral (100.00%),Anger (100.00%)
neutral_023.jpg,Neutral (54.74%),Fear (100.00%),Surprise (69.54%)
neutral_024.jpg,Neutral (82.45%),Neutral (100.00%),Anger (100.00%)
neutral_025.jpg,Neutral (56.12%),Anger (100.00%),Anger (100.00%)
neutral_026.jpg,Neutral (85.28%),Neutral (100.00%),Anger (100.00%)
neutral_027.jpg,Neutral (59.78%),Neutral (100.00%),Anger (100.00%)
neutral_030.jpg,Neutral (84.41%),Neutral (100.00%),Anger (100.00%)
neutral_031.jpg,Neutral (85.67%),Anger (99.99%),Anger (100.00%)
neutral_033.jpg,Neutral (97.90%),Neutral (100.00%),Anger (100.00%)
neutral_034.jpg,Neutral (94.47%),Neutral (100.00%),Anger (100.00%)
neutral_035.jpg,Neutral (94.25%),Neutral (100.00%),Anger (100.00%)
neutral_036.jpg,Neutral (95.33%),Neutral (100.00%),Anger (100.00%)
neutral_039.jpg,Neutral (90.64%),Neutral (100.00%),Anger (100.00%)
neutral_042.jpg,Neutral (77.17%),Neutral (100.00%),Happiness (100.00%)
neutral_043.jpg,Neutral (94.62%),Neutral (100.00%),Anger (100.00%)
neutral_045.jpg,Neutral (94.11%),Neutral (100.00%),Anger (100.00%)
neutral_046.jpg,Neutral (72.05%),Neutral (100.00%),Anger (100.00%)
neutral_048.jpg,Neutral (95.61%),Neutral (100.00%),Anger (100.00%)
neutral_049.jpg,Surprise (49.17%),Fear (100.00%),Anger (100.00%)
neutral_050.jpg,Neutral (70.29%),Neutral (100.00%),Anger (100.00%)
sad001.jpg,Neutral (85.69%),Neutral (100.00%),Anger (100.00%)
sad002.jpg,Neutral (96.65%),Neutral (100.00%),Anger (100.00%)
sad003.jpg,Neutral (97.99%),Neutral (100.00%),Anger (100.00%)
sad004.jpg,Neutral (92.05%),Neutral (100.00%),Anger (100.00%)
sad_001.jpg,Neutral (97.99%),Neutral (100.00%),Anger (100.00%)
sad_002.jpg,Neutral (96.65%),Neutral (100.00%),Anger (100.00%)
sad_004.jpg,Neutral (62.65%),Neutral (100.00%),Anger (100.00%)
sad_005.jpg,Happiness (41.51%),Fear (100.00%),Anger (100.00%)
sad_006.jpg,Sadness (56.57%),Disgust (100.00%),Anger (100.00%)
sad_008.jpg,Neutral (96.86%),Neutral (100.00%),Anger (100.00%)
sad_009.jpg,Happiness (78.94%),Neutral (100.00%),Anger (100.00%)
sad_011.jpg,Neutral (84.87%),Neutral (100.00%),Anger (100.00%)
sad_012.jpg,Neutral (92.35%),Happiness (100.00%),Anger (100.00%)
sad_013.jpg,Neutral (52.30%),Neutral (100.00%),Anger (100.00%)
sad_014.jpg,Neutral (45.88%),Neutral (100.00%),Anger (100.00%)
sad_016.jpg,Neutral (79.81%),Neutral (100.00%),Anger (100.00%)
sad_017.jpg,Neutral (84.92%),Neutral (100.00%),Anger (100.00%)
sad_020.jpg,Neutral (61.24%),Neutral (100.00%),Anger (100.00%)
sad_021.jpg,Neutral (88.88%),Neutral (100.00%),Anger (100.00%)
sad_022.jpg,Sadness (61.11%),Neutral (100.00%),Happiness (99.99%)
sad_024.jpg,Neutral (77.97%),Neutral (100.00%),Anger (99.99%)
sad_025.jpg,Anger (57.05%),Neutral (100.00%),Anger (100.00%)
sad_026.jpg,Neutral (85.75%),Neutral (100.00%),Anger (100.00%)
sad_027.jpg,Neutral (92.81%),Happiness (100.00%),Anger (100.00%)
sad_028.jpg,Neutral (95.69%),Neutral (100.00%),Anger (99.94%)
sad_029.jpg,Neutral (84.42%),Neutral (100.00%),Anger (100.00%)
sad_030.jpg,Neutral (85.32%),Neutral (100.00%),Anger (100.00%)
sad_031.jpg,Neutral (78.25%),Neutral (100.00%),Anger (100.00%)
sad_032.jpg,Neutral (59.05%),Happiness (100.00%),Anger (100.00%)
sad_033.jpg,Neutral (62.28%),Neutral (100.00%),Anger (100.00%)
sad_034.jpg,Neutral (67.04%),Neutral (100.00%),Anger (100.00%)
sad_035.jpg,Neutral (65.90%),Fear (100.00%),Happiness (100.00%)
sad_036.jpg,Neutral (68.29%),Disgust (100.00%),Anger (100.00%)
sad_037.jpg,Neutral (83.24%),Neutral (100.00%),Anger (100.00%)
sad_038.jpg,Neutral (79.71%),Neutral (100.00%),Anger (100.00%)
sad_039.jpg,Neutral (41.72%),Neutral (100.00%),Anger (100.00%)
sad_040.jpg,Sadness (55.40%),Neutral (100.00%),Anger (100.00%)
sad_041.jpg,Neutral (66.07%),Neutral (100.00%),Anger (100.00%)
sad_042.jpg,Neutral (92.46%),Neutral (100.00%),Anger (100.00%)
sad_043.jpg,Neutral (85.00%),Neutral (100.00%),Anger (100.00%)
sad_044.jpg,Neutral (74.74%),Neutral (100.00%),Anger (100.00%)
sad_045.jpg,Neutral (90.24%),Neutral (100.00%),Anger (100.00%)
sad_046.jpg,Neutral (84.98%),Neutral (100.00%),Anger (100.00%)
sad_047.jpg,Neutral (83.38%),Neutral (100.00%),Anger (100.00%)
sad_048.jpg,Neutral (72.64%),Neutral (100.00%),Anger (100.00%)
sad_049.jpg,Happiness (52.63%),Neutral (100.00%),Anger (100.00%)
surprise001.jpg,Surprise (79.17%),Happiness (100.00%),Anger (100.00%)
surprise002.jpg,Neutral (92.81%),Happiness (100.00%),Anger (100.00%)
surprise_001.jpg,Neutral (61.50%),Neutral (100.00%),Anger (100.00%)
surprise_002.jpg,Surprise (75.74%),Neutral (100.00%),Anger (100.00%)
surprise_003.jpg,Neutral (70.78%),Neutral (100.00%),Anger (100.00%)
surprise_004.jpg,Surprise (80.39%),Neutral (100.00%),Anger (100.00%)
surprise_005.jpg,Happiness (92.79%),Neutral (100.00%),Anger (100.00%)
surprise_006.jpg,Neutral (92.81%),Happiness (100.00%),Anger (100.00%)
surprise_007.jpg,Surprise (55.89%),Neutral (100.00%),Anger (100.00%)
surprise_008.jpg,Neutral (93.67%),Neutral (100.00%),Anger (100.00%)
surprise_009.jpg,Neutral (72.47%),Neutral (100.00%),Anger (100.00%)
surprise_010.jpg,Happiness (68.47%),Neutral (100.00%),Anger (100.00%)
surprise_011.jpg,Surprise (43.96%),Neutral (100.00%),Anger (100.00%)
surprise_012.jpg,Neutral (93.62%),Neutral (100.00%),Anger (100.00%)
surprise_013.jpg,Neutral (87.55%),Neutral (100.00%),Anger (100.00%)
surprise_014.jpg,Neutral (87.71%),Neutral (100.00%),Anger (100.00%)
surprise_015.jpg,Neutral (72.63%),Neutral (100.00%),Anger (100.00%)
surprise_016.jpg,Happiness (82.97%),Neutral (100.00%),Anger (100.00%)
surprise_017.jpg,Surprise (43.74%),Neutral (100.00%),Anger (100.00%)
surprise_018.jpg,Surprise (78.41%),Neutral (100.00%),Anger (100.00%)
surprise_019.jpg,Surprise (82.50%),Neutral (100.00%),Anger (100.00%)
surprise_020.jpg,Surprise (78.08%),Neutral (100.00%),Anger (100.00%)
surprise_021.jpg,Surprise (50.24%),Neutral (100.00%),Anger (100.00%)
surprise_022.jpg,Surprise (35.41%),Neutral (100.00%),Anger (100.00%)
surprise_023.jpg,Neutral (96.64%),Neutral (100.00%),Anger (100.00%)
surprise_024.jpg,Neutral (56.29%),Happiness (85.22%),Anger (100.00%)
surprise_026.jpg,Happiness (76.24%),Neutral (100.00%),Anger (100.00%)
surprise_027.jpg,Neutral (89.49%),Neutral (100.00%),Anger (100.00%)
surprise_028.jpg,Neutral (95.27%),Neutral (100.00%),Anger (100.00%)
surprise_029.jpg,Neutral (58.76%),Neutral (100.00%),Anger (100.00%)
surprise_030.jpg,Neutral (88.31%),Neutral (100.00%),Anger (100.00%)
surprise_031.jpg,Surprise (44.92%),Neutral (100.00%),Anger (100.00%)
surprise_032.jpg,Surprise (84.71%),Neutral (100.00%),Fear (100.00%)
surprise_033.jpg,Happiness (44.64%),Neutral (100.00%),Anger (100.00%)
surprise_035.jpg,Surprise (60.85%),Neutral (100.00%),Anger (100.00%)
surprise_036.jpg,Neutral (96.81%),Neutral (100.00%),Anger (100.00%)
surprise_037.jpg,Happiness (89.56%),Neutral (100.00%),Anger (100.00%)
surprise_038.jpg,Surprise (89.19%),Disgust (100.00%),Anger (100.00%)
surprise_039.jpg,Sadness (49.08%),Neutral (100.00%),Anger (100.00%)
surprise_040.jpg,Neutral (61.92%),Neutral (100.00%),Anger (100.00%)
surprise_041.jpg,Surprise (80.27%),Neutral (100.00%),Anger (100.00%)
surprise_042.jpg,Neutral (45.20%),Neutral (100.00%),Anger (100.00%)
surprise_043.jpg,Surprise (57.64%),Neutral (100.00%),Anger (100.00%)
surprise_045.jpg,Surprise (68.66%),Neutral (100.00%),Anger (100.00%)
surprise_046.jpg,Neutral (60.61%),Neutral (100.00%),Anger (100.00%)
surprise_047.jpg,Happiness (79.47%),Neutral (100.00%),Anger (100.00%)
surprise_048.jpg,Neutral (62.83%),Neutral (100.00%),Anger (100.00%)
surprise_049.jpg,Neutral (90.80%),Neutral (100.00%),Anger (100.00%)
surprise_050.jpg,Neutral (94.98%),Neutral (100.00%),Anger (100.00%)
